,smb_ts
7914,1.2
7915,1.27
7916,1.58
7917,0.82
7918,1.18
7919,1.4
7920,1.42
7921,1.13
7922,1.25
7923,1.12
7924,1.56
7925,1.21
7926,1.81
7927,1.6
7928,1.54
7929,1.28
7930,1.3
7931,1.16
7932,1.64
7933,2.2
7934,1.16
7935,1.14
7936,1.56
7937,1.16
7938,0.43
7939,0.76
7940,0.43
7941,0.41
7942,0.7
7943,0.33
7944,0.21
7945,0.04
7946,0.04
7947,0.04
7948,0.18
7949,0.12
7950,0.05
7951,0.03
7952,0.18
7953,0.04
7954,0.06
7955,0.18
7956,0.12
7957,0.04
7958,0.04
7959,0.18
7960,0.08
7961,0.09
7962,0.03
7963,0.17
7964,0.03
7965,0.04
7966,0.23
7967,0.08
7968,0.03
7969,0.03
7970,0.17
7971,0.04
7972,0.12
7973,0.03
7974,0.17
7975,0.03
7976,0.03
7977,0.18
7978,0.12
7979,0.04
7980,0.03
7981,0.18
7982,0.03
7983,0.07
7984,0.09
7985,0.17
7986,0.03
7987,0.03
7988,0.18
7989,0.07
7990,0.1
7991,0.03
7992,0.18
7993,0.03
7994,0.03
7995,0.12
7996,0.2
7997,0.04
7998,0.03
7999,0.18
8000,0.04
8001,0.11
8002,0.08
8003,1.31
8004,0.18
8005,0.19
8006,0.32
8007,0.71
8008,1.24
8009,0.69
8010,0.33
8011,0.19
8012,0.58
8013,0.32
8014,0.91
8015,0.28
8016,0.28
8017,1.12
8018,0.85
8019,0.36
8020,0.48
8021,0.7
8022,0.31
8023,0.28
8024,0.3
8025,0.51
8026,0.29
8027,0.28
8028,0.28
8029,0.8
8030,0.31
8031,0.36
8032,0.31
8033,0.39
8034,0.27
8035,0.29
8036,0.4
8037,0.4
8038,0.27
8039,0.27
8040,0.79
8041,0.27
8042,0.32
8043,0.27
8044,0.35
8045,0.23
8046,0.26
8047,0.26
8048,0.48
8049,0.28
8050,0.64
8051,0.26
8052,0.39
8053,0.26
8054,0.34
8055,0.4
8056,0.26
8057,0.25
8058,0.19
8059,0.26
8060,0.12
8061,0.04
8062,0.04
8063,0.18
8064,0.04
8065,0.12
8066,0.05
8067,0.18
8068,0.04
8069,0.04
8070,0.08
8071,0.22
8072,0.06
8073,0.03
8074,0.18
8075,0.04
8076,0.04
8077,0.12
8078,0.19
8079,0.03
8080,0.04
8081,0.03
8082,0.22
8083,0.09
8084,0.03
8085,0.12
8086,0.08
8087,0.04
8088,0.12
8089,0.17
8090,0.03
8091,0.03
8092,0.03
8093,0.21
8094,0.09
8095,0.03
8096,0.08
8097,0.12
8098,0.03
8099,0.08
8100,0.22
8101,0.03
8102,0.03
8103,0.03
8104,0.17
8105,0.12
8106,0.05
8107,0.11
8108,0.1
8109,0.03
8110,0.06
8111,0.24
8112,0.03
8113,0.03
8114,0.03
8115,0.17
8116,0.12
8117,0.04
8118,0.03
8119,0.18
8120,0.03
8121,0.06
8122,0.1
8123,0.18
8124,0.03
8125,0.03
8126,0.17
8127,0.11
8128,0.07
8129,0.04
8130,0.18
8131,0.04
8132,0.04
8133,0.12
8134,0.2
8135,0.04
8136,0.04
8137,0.04
8138,0.2
8139,0.12
8140,0.04
8141,0.04
8142,0.18
8143,0.04
8144,0.08
8145,0.11
8146,0.16
8147,0.04
8148,0.04
8149,0.18
8150,0.1
8151,0.07
8152,0.04
8153,0.18
8154,0.04
8155,0.06
8156,0.11
8157,0.18
8158,0.04
8159,0.04
8160,0.06
8161,0.19
8162,0.11
8163,0.04
8164,0.17
8165,0.04
8166,0.04
8167,0.07
8168,0.26
8169,0.04
8170,0.04
8171,0.04
8172,0.18
8173,0.11
8174,0.06
8175,0.18
8176,0.04
8177,0.04
8178,0.04
8179,0.22
8180,0.1
8181,0.04
8182,0.17
8183,0.04
8184,0.04
8185,0.07
8186,0.24
8187,0.04
8188,0.04
8189,0.18
8190,0.04
8191,0.11
8192,0.06
8193,0.17
8194,0.04
8195,0.04
8196,0.1
8197,0.21
8198,0.04
8199,0.04
8200,0.17
8201,0.04
8202,0.04
8203,0.1
8204,0.23
8205,0.04
8206,0.04
8207,0.17
8208,0.04
8209,0.12
8210,0.06
8211,0.17
8212,0.04
8213,0.04
8214,0.04
8215,0.23
8216,0.09
8217,0.04
8218,0.16
8219,0.05
8220,0.05
8221,0.12
8222,0.19
8223,0.04
8224,0.04
8225,0.04
8226,0.19
8227,0.12
8228,0.05
8229,0.03
8230,0.18
8231,0.04
8232,0.09
8233,0.09
8234,0.17
8235,0.04
8236,0.04
8237,0.18
8238,0.1
8239,0.08
8240,0.04
8241,0.17
8242,0.04
8243,0.04
8244,0.11
8245,0.21
8246,0.04
8247,0.04
8248,0.06
8249,0.18
8250,0.11
8251,0.04
8252,0.17
8253,0.04
8254,0.04
8255,0.09
8256,0.23
8257,0.04
8258,0.04
8259,0.04
8260,0.2
8261,0.12
8262,0.04
8263,0.07
8264,0.14
8265,0.04
8266,0.06
8267,0.26
8268,0.04
8269,0.04
8270,0.04
8271,0.18
8272,0.1
8273,0.07
8274,0.04
8275,0.18
8276,0.04
8277,0.07
8278,0.1
8279,0.18
8280,0.04
8281,0.04
8282,0.18
8283,0.08
8284,0.1
8285,0.04
8286,0.18
8287,0.04
8288,0.04
8289,0.08
8290,0.25
8291,1.48
8292,0.92
8293,0.37
8294,0.59
8295,0.32
8296,0.6
8297,0.37
8298,1.02
8299,0.23
8300,1.21
8301,0.78
8302,1.0
8303,0.57
8304,0.58
8305,0.98
8306,0.83
8307,1.1
8308,0.23
8309,0.36
8310,0.23
8311,0.22
8312,0.22
8313,0.87
8314,0.27
8315,0.62
8316,0.68
8317,0.4
8318,1.01
8319,0.29
8320,0.34
8321,0.67
8322,0.22
8323,0.29
8324,0.36
8325,0.77
8326,0.58
8327,0.23
8328,0.24
8329,0.82
8330,0.67
8331,0.23
8332,0.55
8333,0.17
8334,0.01
8335,0.07
8336,0.06
8337,0.16
8338,0.01
8339,0.01
8340,0.01
8341,0.24
8342,0.04
8343,0.01
8344,0.01
8345,0.15
8346,0.02
8347,0.1
8348,0.01
8349,0.15
8350,0.01
8351,0.01
8352,0.04
8353,0.23
8354,0.01
8355,0.01
8356,0.01
8357,0.16
8358,0.07
8359,0.05
8360,0.03
8361,0.13
8362,0.01
8363,0.01
8364,0.2
8365,0.07
8366,0.01
8367,0.01
8368,0.15
8369,0.01
8370,0.1
8371,0.02
8372,0.16
8373,0.01
8374,0.01
8375,0.02
8376,0.24
8377,0.02
8378,0.01
8379,0.01
8380,0.15
8381,0.05
8382,0.07
8383,0.01
8384,0.15
8385,0.01
8386,0.02
8387,0.13
8388,1.38
8389,0.51
8390,0.5
8391,0.24
8392,0.24
8393,0.7
8394,0.66
8395,0.26
8396,0.72
8397,0.23
8398,0.23
8399,0.25
8400,0.7
8401,0.88
8402,0.22
8403,0.22
8404,0.36
8405,0.62
8406,0.3
8407,0.6
8408,0.36
8409,0.58
8410,0.22
8411,0.25
8412,0.86
8413,0.83
8414,0.24
8415,0.23
8416,1.39
8417,0.67
8418,0.26
8419,1.14
8420,0.59
8421,0.37
8422,0.23
8423,0.23
8424,0.62
8425,0.4
8426,0.26
8427,0.06
8428,0.01
8429,0.15
8430,0.01
8431,0.03
8432,0.11
8433,0.15
8434,0.01
8435,0.01
8436,0.01
8437,0.19
8438,0.08
8439,0.01
8440,0.04
8441,0.13
8442,0.01
8443,0.07
8444,0.2
8445,0.01
8446,0.01
8447,0.01
8448,0.15
8449,0.1
8450,0.03
8451,0.01
8452,0.15
8453,0.01
8454,0.03
8455,0.1
8456,0.15
8457,0.01
8458,0.01
8459,0.01
8460,0.2
8461,0.08
8462,0.01
8463,0.01
8464,0.15
8465,0.02
8466,0.1
8467,0.01
8468,0.15
8469,0.01
8470,0.01
8471,0.1
8472,0.17
8473,0.01
8474,0.01
8475,0.15
8476,0.01
8477,0.07
8478,0.05
8479,0.14
8480,0.01
8481,0.01
8482,0.01
8483,0.24
8484,1.49
8485,0.16
8486,0.51
8487,0.36
8488,0.24
8489,0.67
8490,0.28
8491,1.03
8492,0.87
8493,0.22
8494,0.29
8495,0.41
8496,0.71
8497,0.29
8498,0.23
8499,0.37
8500,0.25
8501,0.3
8502,0.6
8503,0.36
8504,0.22
8505,0.27
8506,0.71
8507,0.57
8508,0.36
8509,0.22
8510,1.02
8511,0.75
8512,0.99
8513,0.67
8514,0.86
8515,0.28
8516,1.28
8517,0.91
8518,0.22
8519,0.6
8520,0.44
8521,1.04
8522,0.23
8523,0.21
8524,0.16
8525,0.05
8526,0.1
8527,0.03
8528,0.15
8529,0.02
8530,0.01
8531,0.06
8532,0.21
8533,0.04
8534,0.02
8535,0.01
8536,0.13
8537,0.1
8538,0.08
8539,0.01
8540,0.09
8541,0.08
8542,0.01
8543,0.07
8544,0.15
8545,0.08
8546,0.01
8547,0.02
8548,0.12
8549,0.11
8550,0.08
8551,0.01
8552,0.09
8553,0.08
8554,0.02
8555,0.05
8556,0.22
8557,0.02
8558,0.01
8559,0.02
8560,0.16
8561,0.1
8562,0.04
8563,0.01
8564,0.16
8565,0.01
8566,0.07
8567,0.07
8568,0.15
8569,0.02
8570,0.01
8571,0.01
8572,0.21
8573,0.06
8574,0.01
8575,0.1
8576,0.08
8577,0.02
8578,0.1
8579,1.17
8580,0.17
8581,0.16
8582,0.5
8583,0.33
8584,0.25
8585,0.61
8586,0.81
8587,0.97
8588,0.71
8589,0.28
8590,0.31
8591,0.78
8592,0.22
8593,0.22
8594,1.06
8595,0.68
8596,1.17
8597,0.57
8598,0.98
8599,0.94
8600,1.11
8601,0.71
8602,1.26
8603,0.28
8604,0.9
8605,0.22
8606,0.84
8607,1.88
8608,0.6
8609,0.24
8610,0.67
8611,0.22
8612,0.35
8613,0.56
8614,0.96
8615,0.23
8616,0.18
8617,0.15
8618,0.01
8619,0.05
8620,0.1
8621,0.18
8622,0.01
8623,0.01
8624,0.01
8625,0.12
8626,0.14
8627,0.06
8628,0.01
8629,0.02
8630,0.15
8631,0.01
8632,0.1
8633,0.06
8634,0.15
8635,0.01
8636,0.01
8637,0.01
8638,0.24
8639,0.06
8640,0.01
8641,0.01
8642,0.15
8643,0.02
8644,0.1
8645,0.04
8646,0.15
8647,0.01
8648,0.01
8649,0.01
8650,0.19
8651,0.1
8652,0.02
8653,0.01
8654,0.16
8655,0.01
8656,0.04
8657,0.1
8658,0.09
8659,0.08
8660,0.01
8661,0.01
8662,0.02
8663,0.24
8664,0.03
8665,0.01
8666,0.01
8667,0.16
8668,0.02
8669,0.1
8670,0.02
8671,0.15
8672,0.01
8673,0.01
8674,0.01
8675,0.26
8676,1.12
8677,0.11
8678,0.09
8679,0.64
8680,0.08
8681,0.16
8682,0.14
8683,0.58
8684,0.1
8685,0.09
8686,0.54
8687,0.8
8688,0.36
8689,0.3
8690,0.64
8691,0.81
8692,0.65
8693,0.3
8694,0.35
8695,0.44
8696,0.27
8697,0.27
8698,0.27
8699,0.32
8700,0.84
8701,0.34
8702,0.28
8703,0.3
8704,0.4
8705,0.27
8706,0.34
8707,0.33
8708,0.94
8709,0.33
8710,0.34
8711,0.22
8712,0.06
8713,0.04
8714,0.09
8715,0.13
8716,0.01
8717,0.04
8718,0.04
8719,0.18
8720,0.05
8721,0.03
8722,0.04
8723,0.02
8724,0.19
8725,0.05
8726,0.03
8727,0.01
8728,0.22
8729,0.03
8730,0.01
8731,0.05
8732,0.06
8733,0.14
8734,0.07
8735,0.05
8736,0.01
8737,0.16
8738,0.07
8739,0.06
8740,0.01
8741,0.14
8742,0.02
8743,0.1
8744,0.05
8745,0.04
8746,0.13
8747,0.01
8748,0.04
8749,0.1
8750,0.16
8751,0.01
8752,0.01
8753,0.01
8754,0.18
8755,0.1
8756,0.04
8757,0.01
8758,0.14
8759,0.02
8760,0.04
8761,0.1
8762,0.07
8763,0.11
8764,0.01
8765,0.01
8766,0.17
8767,0.1
8768,0.04
8769,0.01
8770,0.15
8771,0.01
8772,0.04
8773,0.1
8774,0.12
8775,0.06
8776,0.01
8777,0.01
8778,0.03
8779,0.22
8780,0.06
8781,0.01
8782,0.01
8783,0.15
8784,0.01
8785,0.09
8786,0.07
8787,0.15
8788,0.01
8789,0.01
8790,0.01
8791,0.17
8792,0.1
8793,0.05
8794,0.01
8795,0.16
8796,0.01
8797,0.01
8798,0.1
8799,0.09
8800,0.11
8801,0.01
8802,0.01
8803,0.07
8804,0.16
8805,0.08
8806,0.01
8807,0.08
8808,0.08
8809,0.01
8810,0.06
8811,0.15
8812,0.1
8813,0.01
8814,0.01
8815,0.01
8816,0.21
8817,0.08
8818,0.01
8819,0.01
8820,0.15
8821,0.01
8822,0.05
8823,0.09
8824,0.15
8825,0.01
8826,0.01
8827,0.01
8828,0.18
8829,0.1
8830,0.02
8831,0.01
8832,0.14
8833,0.01
8834,0.04
8835,0.1
8836,0.15
8837,0.01
8838,0.01
8839,0.1
8840,0.13
8841,0.06
8842,0.01
8843,0.03
8844,0.14
8845,0.01
8846,0.06
8847,0.19
8848,0.03
8849,0.01
8850,0.01
8851,0.16
8852,0.1
8853,0.03
8854,0.01
8855,0.15
8856,0.01
8857,0.06
8858,0.07
8859,0.15
8860,0.01
8861,0.01
8862,0.15
8863,0.1
8864,0.04
8865,0.01
8866,0.15
8867,0.01
8868,0.04
8869,0.09
8870,0.16
8871,0.01
8872,0.01
8873,0.01
8874,0.21
8875,0.07
8876,0.01
8877,0.01
8878,0.16
8879,0.01
8880,0.1
8881,0.06
8882,0.14
8883,0.01
8884,0.01
8885,0.07
8886,0.18
8887,0.06
8888,0.01
8889,0.05
8890,0.12
8891,0.01
8892,0.08
8893,0.16
8894,0.07
8895,0.01
8896,0.01
8897,0.12
8898,0.12
8899,0.08
8900,0.02
8901,0.01
8902,0.15
8903,0.02
8904,0.1
8905,0.05
8906,0.14
8907,0.01
8908,0.01
8909,0.01
8910,0.21
8911,0.09
8912,0.01
8913,0.01
8914,0.15
8915,0.01
8916,0.01
8917,0.09
8918,0.19
8919,0.02
8920,0.01
8921,0.08
8922,0.07
8923,0.08
8924,0.06
8925,0.15
8926,0.02
8927,0.01
8928,0.01
8929,0.19
8930,0.08
8931,0.01
8932,0.08
8933,0.07
8934,0.02
8935,0.1
8936,0.14
8937,0.04
8938,0.02
8939,0.01
8940,0.17
8941,0.1
8942,0.01
8943,0.01
8944,0.15
8945,0.01
8946,0.06
8947,0.12
8948,0.1
8949,0.01
8950,0.01
8951,0.16
8952,0.1
8953,0.03
8954,0.01
8955,0.15
8956,0.01
8957,0.08
8958,0.05
8959,0.15
8960,0.01
8961,0.01
8962,0.01
8963,1.61
8964,0.52
8965,0.14
8966,0.74
8967,0.64
8968,0.85
8969,0.69
8970,0.15
8971,0.83
8972,0.2
8973,0.56
8974,0.29
8975,0.7
8976,0.28
8977,0.58
8978,0.24
8979,0.34
8980,0.22
8981,0.6
8982,0.3
8983,0.36
8984,0.22
8985,0.23
8986,0.22
8987,0.48
8988,0.3
8989,0.24
8990,0.63
8991,0.36
8992,0.55
8993,0.24
8994,0.3
8995,0.39
8996,0.24
8997,0.22
8998,0.56
8999,0.42
9000,0.38
9001,1.02
9002,0.09
9003,0.04
9004,0.12
9005,0.01
9006,0.09
9007,0.05
9008,0.15
9009,0.01
9010,0.0
9011,0.01
9012,0.22
9013,0.07
9014,0.01
9015,0.0
9016,0.14
9017,0.01
9018,0.09
9019,0.05
9020,0.15
9021,0.01
9022,0.0
9023,0.01
9024,0.19
9025,0.09
9026,0.01
9027,0.01
9028,0.14
9029,0.01
9030,0.03
9031,0.1
9032,0.15
9033,0.0
9034,0.01
9035,0.04
9036,0.16
9037,0.07
9038,0.01
9039,0.09
9040,0.06
9041,0.0
9042,0.05
9043,0.2
9044,0.02
9045,0.0
9046,0.01
9047,0.15
9048,0.09
9049,0.04
9050,0.01
9051,0.15
9052,0.01
9053,0.01
9054,0.1
9055,0.16
9056,0.01
9057,0.01
9058,0.13
9059,0.4
9060,0.3
9061,0.22
9062,1.17
9063,1.16
9064,0.56
9065,0.63
9066,0.28
9067,0.31
9068,0.28
9069,0.22
9070,0.66
9071,1.15
9072,0.42
9073,0.26
9074,0.22
9075,0.22
9076,0.36
9077,0.22
9078,0.65
9079,0.27
9080,0.3
9081,0.28
9082,0.3
9083,0.4
9084,0.22
9085,1.68
9086,0.22
9087,0.62
9088,0.32
9089,0.81
9090,0.32
9091,0.22
9092,0.22
9093,0.58
9094,0.41
9095,0.72
9096,0.23
9097,0.22
9098,0.37
9099,0.1
9100,0.1
9101,0.06
9102,0.16
9103,0.02
9104,0.01
9105,0.02
9106,0.18
9107,0.1
9108,0.04
9109,0.01
9110,0.1
9111,0.07
9112,0.05
9113,0.1
9114,0.02
9115,0.16
9116,0.02
9117,0.02
9118,0.01
9119,0.23
9120,0.07
9121,0.02
9122,0.08
9123,0.1
9124,0.02
9125,0.1
9126,0.04
9127,0.15
9128,0.02
9129,0.01
9130,0.15
9131,0.1
9132,0.06
9133,0.01
9134,0.16
9135,0.02
9136,0.02
9137,0.1
9138,0.17
9139,0.02
9140,0.01
9141,0.02
9142,0.19
9143,0.1
9144,0.01
9145,0.02
9146,0.16
9147,0.01
9148,0.07
9149,0.14
9150,0.1
9151,0.02
9152,0.02
9153,0.14
9154,0.11
9155,0.82
9156,0.09
9157,0.18
9158,0.14
9159,0.09
9160,0.16
9161,0.27
9162,0.5
9163,0.09
9164,0.94
9165,0.23
9166,0.5
9167,0.16
9168,0.48
9169,0.18
9170,0.48
9171,0.44
9172,0.79
9173,0.16
9174,0.22
9175,0.74
9176,0.51
9177,0.49
9178,0.64
9179,0.35
9180,0.13
9181,0.62
9182,0.92
9183,0.1
9184,0.1
9185,0.14
9186,0.31
9187,0.09
9188,0.13
9189,0.46
9190,0.24
9191,0.11
9192,0.07
9193,0.01
9194,0.16
9195,0.01
9196,0.01
9197,0.04
9198,0.24
9199,0.03
9200,0.01
9201,0.01
9202,0.16
9203,0.06
9204,0.08
9205,0.02
9206,0.52
9207,0.02
9208,0.01
9209,0.01
9210,0.24
9211,0.06
9212,0.01
9213,0.01
9214,0.16
9215,0.02
9216,0.1
9217,0.03
9218,0.16
9219,0.01
9220,0.02
9221,0.04
9222,0.24
9223,0.03
9224,0.01
9225,0.14
9226,0.02
9227,0.04
9228,0.1
9229,0.16
9230,0.01
9231,0.39
9232,0.01
9233,0.2
9234,0.08
9235,0.01
9236,0.01
9237,0.15
9238,0.01
9239,0.08
9240,0.1
9241,0.12
9242,0.01
9243,0.01
9244,0.14
9245,0.11
9246,0.04
9247,0.02
9248,0.16
9249,0.02
9250,0.11
9251,0.16
9252,0.23
9253,0.09
9254,0.09
9255,0.1
9256,0.31
9257,0.11
9258,0.47
9259,0.09
9260,0.23
9261,0.1
9262,0.55
9263,0.52
9264,0.22
9265,0.3
9266,0.34
9267,0.23
9268,1.16
9269,0.29
9270,0.6
9271,0.62
9272,0.81
9273,0.22
9274,0.28
9275,0.76
9276,0.89
9277,0.68
9278,0.22
9279,0.3
9280,0.32
9281,0.33
9282,0.22
9283,0.36
9284,0.67
9285,0.23
9286,0.03
9287,0.25
9288,0.03
9289,0.02
9290,0.02
9291,0.16
9292,0.07
9293,0.07
9294,0.02
9295,0.16
9296,0.02
9297,0.02
9298,0.05
9299,0.24
9300,0.02
9301,0.02
9302,0.01
9303,0.16
9304,0.08
9305,0.06
9306,0.05
9307,0.12
9308,0.01
9309,0.02
9310,0.24
9311,0.04
9312,0.02
9313,0.02
9314,0.16
9315,0.05
9316,0.08
9317,0.1
9318,0.07
9319,0.02
9320,0.01
9321,0.23
9322,0.05
9323,0.01
9324,0.02
9325,0.15
9326,0.04
9327,0.1
9328,0.01
9329,0.15
9330,0.01
9331,0.02
9332,0.17
9333,0.1
9334,0.02
9335,0.02
9336,0.15
9337,0.01
9338,0.02
9339,0.18
9340,0.09
9341,0.02
9342,0.02
9343,0.16
9344,0.09
9345,0.04
9346,0.02
9347,1.09
9348,0.18
9349,0.56
9350,0.7
9351,0.38
9352,0.23
9353,0.25
9354,0.24
9355,0.38
9356,0.84
9357,0.24
9358,0.37
9359,0.23
9360,0.23
9361,0.25
9362,0.44
9363,0.24
9364,0.24
9365,0.21
9366,0.36
9367,0.3
9368,0.32
9369,0.22
9370,0.74
9371,0.26
9372,0.42
9373,0.51
9374,0.88
9375,0.66
9376,1.0
9377,0.26
9378,0.35
9379,0.22
9380,0.66
9381,0.38
9382,0.3
9383,0.22
9384,0.23
9385,0.95
9386,0.3
9387,0.07
9388,0.01
9389,0.1
9390,0.06
9391,0.01
9392,0.04
9393,0.22
9394,0.04
9395,0.01
9396,0.01
9397,0.15
9398,0.01
9399,0.09
9400,0.04
9401,0.15
9402,0.01
9403,0.01
9404,0.01
9405,0.2
9406,0.08
9407,0.01
9408,0.01
9409,0.16
9410,0.01
9411,0.06
9412,0.07
9413,0.15
9414,0.01
9415,0.01
9416,0.16
9417,0.09
9418,0.04
9419,0.01
9420,0.16
9421,0.01
9422,0.01
9423,0.09
9424,0.18
9425,0.01
9426,0.01
9427,0.09
9428,0.1
9429,0.1
9430,0.01
9431,0.16
9432,0.01
9433,0.01
9434,0.03
9435,0.23
9436,0.01
9437,0.01
9438,0.07
9439,0.1
9440,0.06
9441,0.06
9442,0.15
9443,0.01
9444,0.01
9445,0.01
9446,0.18
9447,0.08
9448,0.01
9449,0.01
9450,0.15
9451,0.01
9452,0.05
9453,0.15
9454,0.08
9455,0.01
9456,0.01
9457,0.15
9458,0.08
9459,0.06
9460,0.01
9461,0.15
9462,0.01
9463,0.01
9464,0.08
9465,0.2
9466,0.01
9467,0.01
9468,0.01
9469,0.14
9470,0.06
9471,0.1
9472,0.02
9473,0.16
9474,0.01
9475,0.01
9476,0.01
9477,0.22
9478,0.09
9479,0.01
9480,0.01
9481,0.15
9482,0.01
9483,0.01
9484,0.06
9485,0.22
9486,0.01
9487,0.01
9488,0.01
9489,0.15
9490,0.06
9491,0.08
9492,0.01
9493,0.15
9494,0.01
9495,0.01
9496,0.15
9497,0.11
9498,0.02
9499,0.01
9500,0.15
9501,0.01
9502,0.06
9503,0.06
9504,0.16
9505,0.01
9506,0.01
9507,0.03
9508,0.21
9509,0.04
9510,0.01
9511,0.12
9512,0.05
9513,0.04
9514,0.08
9515,0.15
9516,0.01
9517,0.01
9518,0.01
9519,0.22
9520,0.06
9521,0.01
9522,0.07
9523,0.09
9524,0.02
9525,0.1
9526,0.15
9527,0.01
9528,0.01
9529,0.06
9530,0.16
9531,0.06
9532,0.01
9533,0.16
9534,0.01
9535,0.02
9536,0.1
9537,0.16
9538,0.01
9539,0.01
9540,0.01
9541,0.2
9542,0.07
9543,0.01
9544,0.12
9545,0.03
9546,0.02
9547,0.1
9548,0.16
9549,0.01
9550,0.01
9551,0.01
9552,0.17
9553,0.1
9554,0.03
9555,0.01
9556,0.15
9557,0.01
9558,0.01
9559,0.09
9560,0.22
9561,0.01
9562,0.01
9563,0.01
9564,0.15
9565,0.06
9566,0.1
9567,0.02
9568,0.15
9569,0.01
9570,0.01
9571,0.01
9572,0.2
9573,0.1
9574,0.05
9575,0.01
9576,0.14
9577,0.01
9578,0.01
9579,0.01
9580,0.2
9581,0.1
9582,0.04
9583,0.01
9584,0.15
9585,0.01
9586,0.01
9587,0.05
9588,0.16
9589,0.08
9590,0.01
9591,0.15
9592,0.02
9593,0.01
9594,0.02
9595,0.23
9596,0.03
9597,0.01
9598,0.01
9599,0.15
9600,0.08
9601,0.05
9602,0.01
9603,0.15
9604,0.01
9605,0.02
9606,0.18
9607,0.08
9608,0.01
9609,0.01
9610,0.16
9611,0.07
9612,0.06
9613,0.01
9614,0.15
9615,0.01
9616,0.01
9617,0.13
9618,0.14
9619,0.01
9620,0.01
9621,0.15
9622,0.08
9623,0.04
9624,0.01
9625,0.15
9626,0.01
9627,0.02
9628,0.1
9629,0.16
9630,0.01
9631,0.01
9632,0.12
9633,0.1
9634,0.1
9635,0.18
9636,0.37
9637,0.23
9638,1.54
9639,0.69
9640,0.41
9641,0.66
9642,0.23
9643,0.23
9644,0.38
9645,0.7
9646,0.66
9647,0.57
9648,0.71
9649,0.22
9650,0.22
9651,0.75
9652,0.48
9653,0.31
9654,0.31
9655,0.31
9656,0.46
9657,0.37
9658,0.33
9659,0.75
9660,0.5
9661,0.66
9662,0.6
9663,0.22
9664,0.36
9665,0.3
9666,0.3
9667,0.25
9668,0.76
9669,0.66
9670,0.22
9671,0.22
9672,0.73
9673,0.31
9674,0.64
9675,0.2
9676,0.23
9677,0.04
9678,0.04
9679,0.1
9680,0.25
9681,0.04
9682,0.04
9683,0.05
9684,0.19
9685,0.11
9686,0.09
9687,0.04
9688,0.19
9689,0.04
9690,0.04
9691,0.13
9692,0.19
9693,0.05
9694,0.04
9695,0.04
9696,0.19
9697,0.12
9698,0.06
9699,0.04
9700,0.18
9701,0.04
9702,0.09
9703,0.1
9704,0.18
9705,0.05
9706,0.04
9707,0.16
9708,0.14
9709,0.06
9710,0.05
9711,0.18
9712,0.05
9713,0.08
9714,0.11
9715,0.18
9716,0.04
9717,0.04
9718,0.12
9719,0.18
9720,0.07
9721,0.05
9722,0.19
9723,0.04
9724,0.08
9725,0.11
9726,0.18
9727,0.04
9728,0.04
9729,0.04
9730,0.28
9731,0.22
9732,0.2
9733,0.26
9734,0.32
9735,0.22
9736,0.29
9737,0.41
9738,0.23
9739,0.22
9740,0.23
9741,0.37
9742,0.31
9743,0.3
9744,0.24
9745,0.37
9746,0.82
9747,0.49
9748,0.23
9749,0.37
9750,0.66
9751,0.28
9752,0.23
9753,0.31
9754,0.34
9755,0.28
9756,0.32
9757,0.23
9758,0.37
9759,0.56
9760,0.72
9761,0.22
9762,0.44
9763,0.29
9764,0.74
9765,0.22
9766,0.16
9767,0.01
9768,0.1
9769,0.07
9770,0.15
9771,0.01
9772,0.01
9773,0.01
9774,0.13
9775,0.11
9776,0.08
9777,0.01
9778,0.15
9779,0.01
9780,0.01
9781,0.01
9782,0.18
9783,0.1
9784,0.02
9785,0.01
9786,0.16
9787,0.01
9788,0.06
9789,0.08
9790,0.15
9791,0.01
9792,0.01
9793,0.01
9794,0.21
9795,0.07
9796,0.01
9797,0.08
9798,0.08
9799,0.01
9800,0.09
9801,0.17
9802,0.01
9803,0.01
9804,0.01
9805,0.2
9806,0.08
9807,0.01
9808,0.01
9809,0.15
9810,0.04
9811,0.08
9812,0.01
9813,0.15
9814,0.01
9815,0.01
9816,0.16
9817,0.1
9818,0.03
9819,0.01
9820,0.15
9821,0.01
9822,0.04
9823,0.08
9824,0.15
9825,0.01
9826,0.01
9827,0.07
9828,0.16
9829,0.06
9830,0.02
9831,0.16
9832,0.02
9833,0.02
9834,2.07
9835,0.71
9836,0.92
9837,1.24
9838,0.82
9839,1.5
9840,0.58
9841,0.55
9842,0.26
9843,0.76
9844,0.63
9845,0.35
9846,0.35
9847,0.45
9848,0.27
9849,0.28
9850,0.29
9851,0.77
9852,0.35
9853,0.4
9854,0.59
9855,1.36
9856,1.14
9857,0.4
9858,1.22
9859,0.42
9860,0.35
9861,0.33
9862,0.33
9863,0.35
9864,0.26
9865,0.15
9866,0.08
9867,0.22
9868,0.03
9869,0.02
9870,0.11
9871,0.06
9872,0.01
9873,0.02
9874,0.24
9875,0.05
9876,0.02
9877,0.01
9878,0.16
9879,0.03
9880,0.1
9881,0.03
9882,0.15
9883,0.02
9884,0.02
9885,0.08
9886,0.19
9887,0.02
9888,0.02
9889,0.04
9890,0.13
9891,0.09
9892,0.04
9893,0.16
9894,0.02
9895,0.01
9896,0.06
9897,0.21
9898,0.02
9899,0.02
9900,0.01
9901,0.16
9902,0.1
9903,0.02
9904,0.08
9905,0.08
9906,0.02
9907,0.05
9908,0.21
9909,0.02
9910,0.02
9911,0.06
9912,0.12
